,price,price_log,sqft_above,sqft_above_log,sqft_lot,sqft_lot_log,sqft_living15,sqft_living15_log,sqft_lot15,age,bedrooms,bathrooms,floors,water_1.0,base_1.0,reno_1.0,cond_2.0,cond_3.0,cond_4.0,cond_5.0,zip_A,zip_B,zip_C,zip_D,zip_E,zip_F,zip_G,zip_H,zip_I
7858,217000.0,12.287652632522597,1400,7.24422751560335,7800,8.961879012677683,1400,7.24422751560335,7800,53,3,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9746,349000.0,12.762827201184564,1120,7.02108396428914,7800,8.961879012677683,1560,7.352441100243583,7800,34,4,1.75,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9418,275000.0,12.524526376648708,1350,7.2078598714324755,7800,8.961879012677683,1510,7.31986492980897,8040,56,3,1.5,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16751,310000.0,12.644327576461329,1490,7.306531398939505,9120,9.118225083068378,1340,7.200424892944957,8040,56,3,1.75,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
16317,255000.0,12.449018824140563,1580,7.365180126021013,7800,8.961879012677683,1320,7.1853870155804165,7800,56,4,2.5,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
18457,255000.0,12.449018824140563,1020,6.927557906278317,11410,9.342245442856122,1290,7.162397497355718,8400,56,3,1.5,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1179,535000.0,13.190022025878143,1330,7.1929342212158,40259,10.603088860335872,1710,7.444248649496705,34787,38,3,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7449,486000.0,13.093963902882631,1420,7.258412150595307,39449,10.582763977410282,2010,7.605890001053122,35717,37,4,2.5,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17079,640000.0,13.369223455335854,1720,7.450079569807499,11894,9.38378935026654,2390,7.779048644925556,9450,47,4,2.75,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16972,650000.0,13.38472764187182,1610,7.383989457978509,8976,9.102309627762478,1930,7.5652752818989315,8976,49,4,2.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5309,635000.0,13.36138027787483,1240,7.122866658599083,7482,8.920255414908091,2340,7.757906208351747,9310,51,3,2.25,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2614,279900.0,12.542187675503545,1100,7.003065458786462,8151,9.005895898094458,1650,7.408530566894626,8151,53,3,1.75,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11201,255000.0,12.449018824140563,1100,7.003065458786462,8206,9.012620873002131,1600,7.3777589082278725,8196,53,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13990,279900.0,12.542187675503545,1280,7.154615356913663,12928,9.467150780760877,1610,7.383989457978509,19467,73,3,1.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6600,204950.0,12.230521325932484,1180,7.07326971745971,9344,9.142489705068009,1440,7.272398392570047,12884,37,4,1.75,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18859,381000.0,12.850554654108839,1330,7.1929342212158,7216,8.88405606174246,1500,7.313220387090301,8000,46,3,1.75,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2787,524000.0,13.169246963303179,1260,7.138866999945524,7015,8.855805992536562,1570,7.358830898342354,7626,42,4,1.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15027,352000.0,12.771386454580234,1260,7.138866999945524,7200,8.881836305004146,1460,7.286191714702382,7200,44,3,1.75,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5803,420200.0,12.948486067393038,1320,7.1853870155804165,7280,8.892886141190731,1370,7.222566018822171,7800,47,3,1.75,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12282,345000.0,12.751299696013497,1090,6.993932975223189,7200,8.881836305004146,1240,7.122866658599083,7200,47,3,1.75,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8837,347000.0,12.757080058928997,1010,6.917705609835305,7200,8.881836305004146,1120,7.02108396428914,7200,47,3,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13771,402000.0,12.904207367601158,1010,6.917705609835305,7375,8.905851181208021,1350,7.2078598714324755,7440,47,3,1.5,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2762,385000.0,12.86099861326992,1300,7.170119543449628,7030,8.857941984804711,1450,7.27931883541462,7650,47,3,1.75,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
978,427200.0,12.965007566628122,1030,6.937314081223682,8400,9.035986984831405,1270,7.146772179452637,8400,52,3,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16963,421000.0,12.950388112664518,1100,7.003065458786462,8662,9.066700921774572,1100,7.003065458786462,9240,51,3,1.75,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
15482,423000.0,12.955127458028414,1100,7.003065458786462,10005,9.210840247017833,1340,7.200424892944957,9709,51,3,1.75,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10503,420000.0,12.948009990259552,1340,7.200424892944957,8400,9.035986984831405,1980,7.590852123688581,8400,48,4,1.75,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
15402,387000.0,12.866179972011919,1230,7.114769448366463,9568,9.166179476190413,1270,7.146772179452637,9575,53,3,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4725,379600.0,12.84687334571791,1270,7.146772179452637,12420,9.42706335548747,1560,7.352441100243583,9910,53,3,1.75,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
17483,468000.0,13.056223574899784,1830,7.512071245835466,9848,9.19502366786429,1830,7.512071245835466,8168,53,3,1.5,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2286,517100.0,13.155991558384313,1580,7.365180126021013,9719,9.181838011503471,1760,7.473069088032197,8539,53,3,1.75,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7360,406000.0,12.91410843858387,1370,7.222566018822171,7853,8.968650903374874,1730,7.455876687491824,9465,53,3,1.5,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1720,345000.0,12.751299696013497,1340,7.200424892944957,9339,9.141954459109717,1310,7.177782416195197,9350,55,3,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
16911,358000.0,12.788288265382837,890,6.7912214627261855,9870,9.197255132427527,1270,7.146772179452637,9861,55,3,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20706,750000.0,13.527828485512494,3040,8.019612794400267,10078,9.218110109240543,3290,8.098642843759418,12332,3,3,3.5,2.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14195,602500.0,13.308842944346948,2760,7.9229859587111955,6850,8.83200393125627,2640,7.878534196140362,9803,16,4,2.5,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20806,780000.0,13.567049198665774,2430,7.795646536334594,4247,8.353968130313271,2580,7.855544677915663,3989,2,5,3.5,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21068,680000.0,13.42984807715229,1990,7.595889917718538,3763,8.232971790593437,2560,7.847762537473608,3820,2,4,3.5,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15182,550000.0,13.217673557208654,2800,7.937374696163295,10603,9.268892258925797,2580,7.855544677915663,10603,14,3,2.5,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11795,362000.0,12.799399490807907,2880,7.965545573129992,8216,9.013838751608395,1960,7.580699752224563,7200,14,5,2.5,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2675,399500.0,12.897969044188466,1410,7.251344983372214,7700,8.948975607841776,1560,7.352441100243583,7700,48,3,1.75,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
17099,415000.0,12.936033799212835,1920,7.560080465021827,7700,8.948975607841776,1310,7.177782416195197,7700,45,4,1.75,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
632,426700.0,12.96383646917609,1600,7.3777589082278725,7700,8.948975607841776,1680,7.426549072397305,7700,47,3,1.75,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
19478,410000.0,12.92391243868049,1250,7.1308988302963465,7700,8.948975607841776,1430,7.265429723253953,7700,47,3,1.5,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
309,665000.0,13.407542319637992,2220,7.705262474866325,10574,9.266153436795395,2720,7.908387159290043,8330,55,4,2.75,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
19393,470000.0,13.060487973686241,1370,7.222566018822171,11658,9.363747918605496,1930,7.5652752818989315,8744,38,3,3.5,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13666,431000.0,12.973863369085885,1660,7.414572881350589,12865,9.462265724715845,1610,7.383989457978509,12400,48,3,1.75,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2800,179500.0,12.097930486910471,1180,7.07326971745971,32214,10.380156419650625,2300,7.7406644019172415,13714,63,3,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14770,273950.0,12.520700886966562,1570,7.358830898342354,3109,8.042056410058754,1680,7.426549072397305,3590,13,3,2.25,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11833,255000.0,12.449018824140563,1680,7.426549072397305,3179,8.064321960910803,1678,7.425357887027151,3590,13,4,2.25,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2674,820000.0,13.617059619240436,1440,7.272398392570047,4440,8.39840965542627,1560,7.352441100243583,4920,84,2,2.5,2.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7541,575000.0,13.262125319779487,1090,6.993932975223189,6000,8.699514748210191,1590,7.371489295214277,6000,69,2,1.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9569,785950.0,13.574648456156384,1540,7.3395376954076745,4560,8.425077902508432,1640,7.402451520818244,4560,90,4,3.0,1.5,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
19570,450000.0,13.017002861746503,950,6.856461984594587,4560,8.425077902508432,2040,7.620705086838262,4560,90,2,1.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
18188,1390000.0,14.144814305106875,1920,7.560080465021827,6000,8.699514748210191,1870,7.533693709848633,5040,15,3,2.25,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6832,508000.0,13.138236726560619,1090,6.993932975223189,2500,7.824046010856292,2690,7.897296472595885,4800,88,2,1.0,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3457,640000.0,13.369223455335854,1210,7.098375638590786,3720,8.221478947267192,1560,7.352441100243583,6000,85,3,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14626,180000.0,12.100712129872347,1010,6.917705609835305,10215,9.231612507251722,1320,7.1853870155804165,10245,60,3,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16619,205000.0,12.230765258120545,1210,7.098375638590786,10185,9.228671328660907,1320,7.1853870155804165,10245,58,3,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
781,400000.0,12.89921982609012,970,6.877296071497429,8219,9.0142038261485,2030,7.615791072035833,7504,77,3,1.75,1.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12245,489950.0,13.102058624063964,1820,7.506591780070841,7326,8.89918494333876,2430,7.795646536334594,7696,32,3,2.25,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
904,530000.0,13.180632285528304,1250,7.1308988302963465,6041,8.706324840138741,1180,7.07326971745971,6042,73,3,1.75,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12121,650000.0,13.38472764187182,1530,7.333023014386481,6820,8.827614750837508,1420,7.258412150595307,6431,73,4,2.5,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17847,405000.0,12.911642346088676,910,6.813444599510896,6490,8.778017809698136,1040,6.946975992135418,6490,73,2,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6728,380000.0,12.84792653170257,1610,7.383989457978509,1778,7.48324441607385,1120,7.02108396428914,2187,13,3,2.5,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19338,570000.0,13.253391639810733,1530,7.333023014386481,5401,8.594339400592892,1640,7.402451520818244,5467,78,3,2.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13392,781000.0,13.568330428821824,1780,7.484368643286131,4463,8.40357646462927,2070,7.635303886259415,5000,84,3,2.5,1.5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2343,495000.0,13.112313041550827,3280,8.09559870137819,4500,8.411832675758411,1400,7.24422751560335,5500,8,6,5.0,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13605,310000.0,12.644327576461329,900,6.802394763324311,4500,8.411832675758411,1400,7.24422751560335,5500,93,2,1.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9464,490000.0,13.102160670086809,1450,7.27931883541462,42646,10.66068876188618,2000,7.600902459542082,38159,26,4,2.5,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12433,592500.0,13.292106151991423,800,6.684611727667927,6750,8.817297783866575,1330,7.1929342212158,6750,68,3,2.0,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11582,544000.0,13.206704525838079,1760,7.473069088032197,1755,7.470224135899966,1700,7.438383530044307,1721,17,3,2.5,3.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19421,580000.0,13.270783382522602,1300,7.170119543449628,6874,8.835501457409778,2220,7.705262474866325,5912,72,3,1.75,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6054,760000.0,13.541073712262515,1780,7.484368643286131,5300,8.575462099540212,1360,7.215239978730097,5450,66,4,3.5,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7667,864000.0,13.669328047786193,1220,7.106606137727303,6600,8.794824928014517,2240,7.7142311448490855,6600,67,4,1.75,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11922,1210000.0,14.006130917572923,2530,7.835974581721566,6982,8.851090687664982,3140,8.0519780789023,7894,64,4,2.75,2.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11504,880000.0,13.687677186454389,2320,7.749322464660356,4392,8.387539983189367,2310,7.745002803515839,5795,84,4,2.75,1.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3421,672324.0,13.418495646168909,1600,7.3777589082278725,5795,8.664750755773852,2310,7.745002803515839,6301,75,2,1.75,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13343,766500.0,13.549589977294007,1530,7.333023014386481,6930,8.84361509218395,1970,7.585788821732034,6930,68,2,1.75,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3641,554663.0,13.226116001096408,1230,7.114769448366463,6802,8.82497196556714,1850,7.52294091807237,6398,75,3,2.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8253,602000.0,13.308012724290958,970,6.877296071497429,6398,8.763740720509464,1950,7.575584651557793,6398,74,2,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8977,450000.0,13.017002861746503,1040,6.946975992135418,1377,7.227662498728654,1264,7.142036574706803,1892,12,2,2.25,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5561,530000.0,13.180632285528304,1264,7.142036574706803,1536,7.336936913707618,1264,7.142036574706803,2067,12,3,2.25,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
442,641000.0,13.370784735902808,1070,6.975413927455952,5332,8.5814816812986,2400,7.783224016336037,5406,62,2,1.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13659,1030000.0,13.845069360205818,1410,7.251344983372214,6708,8.8110561229431,2140,7.668561108015897,7006,74,4,1.75,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9547,1540000.0,14.247292974389811,2120,7.659171367666058,6960,8.847934753328465,2470,7.8119734296220225,6735,62,5,3.25,2.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
330,880000.0,13.687677186454389,1890,7.5443321080536885,6750,8.817297783866575,2370,7.7706452341291765,6120,64,4,3.5,2.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
11081,1300000.0,14.077874822431765,2750,7.919356190660617,8504,9.048291920021784,2370,7.7706452341291765,6246,65,5,3.5,2.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
7501,676101.0,13.42409775214882,1290,7.162397497355718,6010,8.701180027529253,2120,7.659171367666058,5987,61,4,1.5,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11699,750000.0,13.527828485512494,1510,7.31986492980897,5301,8.575650760987806,2240,7.7142311448490855,7200,40,3,2.25,2.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2644,656000.0,13.393916067926225,1480,7.299797366758161,7475,8.919319398258887,2120,7.659171367666058,7216,72,3,1.75,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2964,650000.0,13.38472764187182,1160,7.05617528410041,7475,8.919319398258887,2320,7.749322464660356,7475,75,3,1.5,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20885,410000.0,12.92391243868049,2150,7.673223121121708,4332,8.37378460812088,2140,7.668561108015897,4332,2,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5057,250000.0,12.429216196844383,1550,7.346010209913293,7296,8.895081531754167,1370,7.222566018822171,7680,58,4,1.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6616,371500.0,12.82530414313995,980,6.887552571664617,6400,8.764053269347762,1230,7.114769448366463,6400,61,3,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9346,325000.0,12.691580461311874,1590,7.371489295214277,7936,8.979164648964709,1590,7.371489295214277,7936,59,3,1.5,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20730,391500.0,12.877740794412995,2424,7.793174347189205,6143,8.723068501163928,2381,7.7752758464868625,6036,1,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20599,375000.0,12.834681304952548,2424,7.793174347189205,5931,8.687948111838727,2424,7.793174347189205,6036,1,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5892,234900.0,12.366915170647005,1250,7.1308988302963465,8000,8.987196820661973,1040,6.946975992135418,6973,59,3,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19402,152275.0,11.933443375704686,1020,6.927557906278317,6871,8.835064935031076,1260,7.138866999945524,6933,78,1,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3060,156000.0,11.957611286231675,600,6.396929655216146,4000,8.294049640102028,1290,7.162397497355718,6973,82,2,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6989,359500.0,12.79246945614324,2070,7.635303886259415,4689,8.452974619089586,1880,7.539027055823995,4593,2,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10817,299000.0,12.608198852372823,1650,7.408530566894626,4725,8.460622839927844,2000,7.600902459542082,4725,4,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16224,387990.0,12.8687348450774,2640,7.878534196140362,5595,8.629628620746026,1840,7.517520850603031,5011,4,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4953,317000.0,12.666657052859417,1840,7.517520850603031,5011,8.519390774959724,2000,7.600902459542082,4793,3,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15883,379950.0,12.84779494409793,2680,7.893572073504902,4500,8.411832675758411,2010,7.605890001053122,4500,4,4,2.5,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4288,326500.0,12.696185227698622,1060,6.966024187106113,7920,8.977146484808472,1060,6.966024187106113,7457,47,3,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9738,315000.0,12.66032791780777,1160,7.05617528410041,3700,8.216088098632316,1340,7.200424892944957,3750,106,3,1.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14559,390000.0,12.873902018105829,1160,7.05617528410041,3750,8.229511118964457,1530,7.333023014386481,3750,105,3,1.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10854,540000.0,13.199324418540456,2520,7.832014180505469,5000,8.517193191416238,1130,7.029972911706386,5000,25,3,2.5,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19615,380000.0,12.84792653170257,850,6.745236349484363,3218,8.076515327552329,1170,7.064759027791802,5000,7,3,2.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
17548,261590.0,12.474533671534843,760,6.633318433280377,6407,8.765146421639022,1050,6.956545443151569,8580,72,2,1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5368,231000.0,12.35017298950393,1370,7.222566018822171,7247,8.888342869109282,1720,7.450079569807499,8085,20,3,2.5,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5184,190000.0,12.154779351142624,670,6.507277712385012,3101,8.03947991910045,1660,7.414572881350589,4100,67,2,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2304,302000.0,12.618182296357007,2650,7.882314918980268,4621,8.438366410870266,1640,7.402451520818244,4879,104,6,2.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15230,667500.0,13.411294669256542,1030,6.937314081223682,3800,8.242756345714477,1700,7.438383530044307,3800,88,3,2.0,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
18135,627000.0,13.348701819615057,1050,6.956545443151569,3800,8.242756345714477,1700,7.438383530044307,3800,88,3,2.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
19050,260000.0,12.468436909997665,2220,7.705262474866325,8797,9.082166033252674,1170,7.064759027791802,5123,38,6,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8157,186000.0,12.133501952695338,920,6.824373670043086,4320,8.371010681238156,980,6.887552571664617,6480,103,3,2.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
10330,785000.0,13.573438996764546,2410,7.787382026484701,17400,9.764225485202621,2620,7.8709295967551425,12240,37,4,2.75,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
109,470000.0,13.060487973686241,2030,7.615791072035833,12342,9.420763358881013,2500,7.824046010856292,9433,73,5,1.75,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11741,1250000.0,14.038654109278484,3080,8.03268487596762,13000,9.472704636443673,2840,7.951559331155252,11308,33,4,4.25,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4373,458000.0,13.034624463096321,1350,7.2078598714324755,3000,8.006367567650246,1710,7.444248649496705,5535,97,4,1.5,1.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13297,435000.0,12.983101310070822,1060,6.966024187106113,3036,8.01829613851552,1730,7.455876687491824,5535,72,2,1.0,1.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12476,733000.0,13.504900980868788,1450,7.27931883541462,3876,8.262558973010657,1280,7.154615356913663,3825,91,4,1.75,1.5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5745,525000.0,13.17115354157376,1280,7.154615356913663,3876,8.262558973010657,1420,7.258412150595307,3825,92,5,1.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168,900000.0,13.710150042306449,1800,7.495541943884256,3672,8.20849175174038,1510,7.31986492980897,3825,105,4,2.5,2.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
18928,580000.0,13.270783382522602,1020,6.927557906278317,5100,8.536995818712418,1850,7.52294091807237,5100,106,3,1.75,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
999,700000.0,13.458835614025542,1830,7.512071245835466,4590,8.431635303054591,1650,7.408530566894626,4590,107,4,2.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
182,589000.0,13.286181462633724,2440,7.799753318287247,9600,9.169518377455928,2290,7.736307096548285,9600,54,4,3.0,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11949,590000.0,13.287877815881902,1310,7.177782416195197,8325,9.027018314848645,2450,7.803843303538772,10606,18,3,2.5,2.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19463,850000.0,13.652991628466498,3160,8.058327306580958,7089,8.866299565855018,2640,7.878534196140362,8896,12,4,3.5,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
340,485000.0,13.091904169919621,2560,7.847762537473608,43995,10.69183127007966,2560,7.847762537473608,14764,53,4,1.75,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6708,2650000.0,14.790070197962406,3500,8.160518247477505,13730,9.527338498762017,3210,8.07402621612406,15306,57,4,3.5,2.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
13954,3400000.0,15.03928598958639,2940,7.986164860332727,47870,10.776244282386555,3250,8.086410275323782,49346,61,4,3.5,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
18536,413450.0,12.932291867150314,1470,7.293017679772782,1614,7.3864708488298945,1540,7.3395376954076745,1418,7,3,2.5,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20427,385000.0,12.86099861326992,1360,7.215239978730097,2030,7.615791072035833,1360,7.215239978730097,1167,7,3,1.5,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20605,359000.0,12.791077667470416,1360,7.215239978730097,885,6.785587645007929,1360,7.215239978730097,1167,7,3,1.5,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21390,370000.0,12.821258284620408,1360,7.215239978730097,1167,7.062191632286556,1360,7.215239978730097,1167,7,3,1.5,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20010,343000.0,12.745485726148077,1130,7.029972911706386,1449,7.278628942320682,1130,7.029972911706386,1200,10,3,3.5,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6631,313000.0,12.65395846952229,800,6.684611727667927,747,6.616065185132817,1710,7.444248649496705,1280,11,2,1.5,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3747,416000.0,12.9384405392434,1510,7.31986492980897,1296,7.16703787691222,1610,7.383989457978509,1282,11,3,2.5,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15517,388000.0,12.86876061860541,1350,7.2078598714324755,2325,7.751475318021456,1520,7.326465613840322,1652,16,3,1.75,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
